student_id,gender,study_hours_per_day,social_media_hours,part_time_job,attendance_percentage,sleep_hours,mental_health_rating,exam_score
S1922,Male,1.3,0.1,No,82,5.8,2,44.3
S1923,Male,0.1,1.2,No,78.7,7.6,9,53.4
S1924,Other,2.7,2.3,Yes,97.4,5.5,1,57.4
S1925,Other,1.7,2.9,Yes,97.3,8.7,7,53.6
S1926,Male,2.7,2.4,No,81.7,8.8,4,58.8
S1927,Female,3.3,4,No,67.1,6.8,2,43.5
S1928,Female,2.8,0.2,No,79.3,6.5,2,65.6
S1929,Female,5.7,2.7,No,79,7.7,8,89.8
S1930,Male,4,0.3,No,78.4,7.8,7,89.5
S1931,Female,4,3.4,Yes,78,5.5,7,68.8
S1932,Female,4.4,2.4,No,78.5,5.9,5,76.8
S1933,Female,1.8,3,No,81.1,4.9,10,47.5
S1934,Male,5.1,1.5,No,78.6,7,8,89.3
S1935,Male,3.4,4,Yes,87.1,7.3,2,62
S1936,Male,4.5,3.8,No,88.6,4.9,2,66.1
S1937,Female,1.9,3.2,No,75.9,6,5,41.7
S1938,Male,1.2,2.3,No,97.7,4.9,1,28
S1939,Female,4.7,3.2,No,75.2,5.4,6,71
S1940,Other,4.1,1.7,Yes,68.8,7.2,4,67.5
S1941,Male,2.1,3.5,No,88.8,5.6,6,63.4
S1942,Female,2.2,4.5,No,76.8,6.1,7,50.2
S1943,Male,5.2,3.8,No,88.2,4.5,3,72
S1944,Female,1.7,1.6,No,61,6.7,8,67.9
S1945,Male,6,2.9,Yes,98.9,6.4,7,100
S1946,Female,2.1,0.9,No,91.7,5.6,1,55
S1947,Female,4.5,3.2,Yes,70,6.3,6,59.9
S1948,Female,3,3,No,70.2,6.7,7,63.2
S1949,Female,4.4,0.3,No,100,5.5,4,84.5
S1950,Female,2.7,1.1,No,77.6,4.7,2,50.8
S1951,Female,3.3,2.2,No,76.7,8.7,10,94
S1952,Female,3.6,2.1,Yes,62.3,5.7,9,65.6
S1953,Female,2,1,No,81.5,6.4,7,61.7
S1954,Male,4.6,3,No,82.7,7.7,1,66
S1955,Female,2.7,2.8,Yes,92.2,10,8,86.9
S1956,Female,3.2,2.3,No,71,5,3,59.6
S1957,Female,2,1.6,No,69.8,7,4,49.1
S1958,Male,0,3.8,Yes,89.5,5.7,5,31.1
S1959,Female,3.2,4.5,No,95.1,5.9,1,45.7
S1960,Male,7.1,1.9,Yes,69.3,5.6,6,100
S1961,Female,4.7,1.8,No,95.8,5.1,10,81.1
S1962,Male,3.5,3.1,Yes,85.4,6.5,6,55.1
S1963,Female,3.1,2.1,No,95.9,4.7,2,53.3
S1964,Other,3.5,2.3,No,84.3,7.6,10,89.1
S1965,Male,4.3,3.4,No,59.8,6.6,6,77.3
S1966,Other,1.7,0.2,No,83.5,7,8,56.4
S1967,Male,5.2,4.1,No,95.6,5.9,6,76.1
S1968,Female,4.6,2.6,No,76.1,6.1,4,74.6
S1969,Female,4.6,2,Yes,81.1,6.8,4,83
S1970,Female,4.2,2.4,No,83.2,5.1,9,85.9
S1971,Female,3.5,2.5,No,56,6.1,6,64.5
S1972,Female,4.5,0.4,No,100,5.5,8,91.9
S1973,Male,4.4,4.3,No,76,5.4,8,74.6
S1974,Male,3,2.5,No,90.1,4,7,70.9
S1975,Female,2.6,3,No,84.1,8.1,3,66.7
S1976,Female,3.7,3.6,No,97.6,5.7,10,77.4
S1977,Female,5.8,1.3,Yes,89.1,7.9,1,99
S1978,Female,1.6,3.1,No,82.7,7.8,5,43.5
S1979,Male,1.3,2.2,No,76.1,5,10,53.4
S1980,Female,3.7,3.5,No,93,5.2,10,81
S1981,Male,3.6,0,No,66.3,9.6,2,66.2
S1982,Female,3.8,2.4,Yes,91.5,8.6,10,88
S1983,Male,3.9,1.8,No,74,6.5,2,64.4
S1984,Male,3.2,3,No,97.5,6.8,7,82.4
S1985,Male,5.7,3.1,Yes,86.6,5.7,3,80.9
S1986,Male,1.1,1.7,No,91.4,7,8,59.6
S1987,Female,2.3,1.6,Yes,85.8,5.6,9,56.2
S1988,Male,3.3,2.4,No,67.5,4.1,8,72.5
S1989,Male,1,1.4,Yes,76.4,4.9,6,47.6
S1990,Male,3.2,3.5,No,91.7,6.5,5,63.6
S1991,Male,6,2.1,No,86.7,5.1,3,85.3
S1992,Male,3.5,0,No,96.8,6.4,3,71.8
S1993,Male,3.8,2.1,No,89,5.2,7,70.9
S1994,Female,1.6,1.3,No,75.3,5.6,5,41.7
S1995,Female,2.6,0.5,No,77,7.5,6,76.1
S1996,Female,2.9,1,Yes,86,6.8,6,65.9
S1997,Male,3,2.6,No,61.9,6.5,9,64.4
S1998,Male,5.4,4.1,Yes,100,7.6,1,69.7
S1999,Female,4.3,2.9,No,89.4,7.1,8,74.9
